decision_id,scope,object_guid,current_value,proposed_value,basis,confidence,review_required,status,notes
A103-WALL-STATUS-001,wall-status,"04rs0EDjn2EvxytEQSxWRB; 3jha5L04zBjh0$pMl_tHLy",两面 NBW 区域 WAL170 墙缺少施工状态,写入标准 Pset_WallCommon.Status=NEW,用户在 Blender 明确确认看到的两面紫色墙均为新建墙,1.00,no,implemented,两面墙已保存为 NEW；快装龙骨墙系统与 170 mm 完成面总厚见 A103-WALL-SYSTEM-001；具体构造层次仍待深化；其余墙不按材料推断
A103-BAY-VOID-001,opening-semantic,"2XVxPKYhfB79rI5US7KTf3; 220ZbHVoHAJvy0$6l41Huz",客卫飘窗墙下两个几何完全重合的巨大 IfcOpeningElement,保留楼层裁剪意图并转为建模改进项；不得误判为门窗洞口,用户说明每个飘窗上下均用切割体裁去相邻住户飘窗的重复部分且切割面对齐楼板下表面；删除任一重复体无视觉变化,1.00,yes,confirmed,全模型查得 218 个 Opening；仅此一组同时满足同一宿主墙和几何完全相同；重复副本删除见 A103-BAY-VOID-DEDUP-001；Boolean clipping 迁移仍需候选几何与视觉零变化验证
A103-WALL-SYSTEM-001,wall-system,"04rs0EDjn2EvxytEQSxWRB; 3jha5L04zBjh0$pMl_tHLy",两面 WAL170 新建墙共享 Unknown 材料的 170 mm 单层占位,计划采用快装龙骨墙且 170 mm 为完成面总厚度,用户明确提供墙体系统和厚度口径；共享 IfcWallType 仅用于这两面墙,1.00,no,implemented,机器数值位于 IfcMaterialLayerSet WAL170 的 IfcMaterialLayer.LayerThickness=170.0 mm；IfcWallType Description 已记录系统和完成面总厚；具体板材/龙骨/填充/防水/加固层次待深化；台盆上方中部可设壁龛；靠主卫湿区侧台盆下部拟设定制垃圾桶位
A103-KITCHEN-PIER-001,wall-semantic,2Ca2tGerPBj8kvUTjlUtDl,IfcWall Cube 且 PredefinedType=MOVABLE 无材料,厨房新建全屋定制移门门垛墙及调料收纳；PredefinedType=USERDEFINED；Status=NEW,用户明确纠正对象用途并说明移门及五金尚未建模,1.00,no,implemented,Name/ObjectType/PredefinedType/Status 已写入；中部掏空和上下移动门待深化；必须核验内部可用净深与酱油瓶包络后再确定按压内退上升五金
A103-BAY-VOID-DEDUP-001,opening-semantic,"2XVxPKYhfB79rI5US7KTf3; 220ZbHVoHAJvy0$6l41Huz",同一客卫飘窗墙下两个裁剪体宿主相同且世界几何完全相同,保留 2XVxPKYhfB79rI5US7KTf3；删除 220ZbHVoHAJvy0$6l41Huz,内存候选删除前后比较 89/89 IfcWall：几何总哈希与客卫飘窗墙 38 顶点/72 三角面均不变,1.00,no,implemented,IfcOpeningElement 由 218 减至 217；Root 数量因同时新增厨房 Pset 而净保持 2276；剩余裁剪体迁移 IfcBooleanClippingResult 另做候选验证
A102-DEMOLITION-001,wall-phase,,当前最终建成 IFC 不包含待拆墙实体,后续按权威现状和拆除范围补建待拆墙并写入 Pset_WallCommon.Status=DEMOLISH,用户说明项目实际存在待拆墙且后续需要用于出图,1.00,yes,planned,已加入 PM 的 A102 任务；待拆墙不得计入最终建成 89 墙或改变 A-103 最终建成几何
A103-WALL-LEGACY-001,wall-review,1RUdk4F9TEYOeHsL6TBvKC,FFL 走廊内 WAL200B 墙；1600×200×3000 mm；无 Opening,删除,对象从 2025-10-09 首个 IFC 提交已存在；用户在 HEAD 对照窗口与当前窗口完成位置复核后明确要求删除,1.00,no,implemented,当前 IFC 已删除该墙；它不再计入最终建成墙体，墙总数由 89 变为 88
COORD-CEILING-PROXY-C003-RESET,object-placement,"0w_j3LiLHFX8uK$fI3H5IP; 1_eTV3TaD0ewHXs5A2gCk0; 0goB22sEf0W9caxUqAkTwJ; 3$lrsbcgT3Jg4KFoQ9xsL_; 2HNrakrjbCTuX3CgB2ORBO; 24GcPrcEPB0QT3HxbcvPtq; 3Kxq1aQl9EyfzEhA_7IoLA; 2B9gGJ5197jvvwqUj7h8_U; 1wtOLxfnP3ZfqIIkLZaTFU; 30YXVJrQjBEgTfH5xSTneR; 26M2TYddDFzeD98_XKwBgZ; 0JcqcpduD9YRHOQJ2Q92gO; 2PT3O6ohvAxPR570xBmdX6; 0jI$MQCH9A_w5aml5rEXbg; 3BNIc86L19ZBCt40wmF$KZ",15 个名称和几何均明确的固定天花或灯槽 IfcBuildingElementProxy 原点超过 0.1 mm,把 ObjectPlacement 重设到既有物理轴向边上的整数 Grid 点；局部 Tessellation 与 Box 做逆变换以保持世界几何；不包含 AC Diffuser Embeded,对象名称与现有几何明确为固定天花或灯槽；每个目标锚点均位于实际三角面上；风口属于机电设备且未混入本批,1.00,no,implemented,已在 25 对象纯原点原子批次正式写入；磁盘 SHA-256 959e949295e8a35796e8d3328ac8f47ed89b62769c0c0b718f9ddea8da47113a；25/25 placement 精确，锚点到面最大 0.002556 mm；796/796 产品世界几何在 0.1 mm 内；最大对应顶点变化 5.5e-12 mm；实体增量 +10 与预计一致；schema 和 Root GlobalId 不变；已 reload/rebuild Blender 并恢复 A-105 留缝审核视图
COORD-BASEBOARD-C003-RESET,object-placement,1cudaM$BT1GAKD9EEg4nqS; 0BC11AXkL2zQOj3oLaM5Dl,两条已明确为 SKIRTINGBOARD 的踢脚线原点超过 0.1 mm,只把 ObjectPlacement 重设到现有底部物理轴向边的 100 mm Grid 点；Axis/Body 施加逆变换以保持世界几何,PredefinedType 已实施为 SKIRTINGBOARD；两个目标点均位于实际几何且锚点到面距离为 0,1.00,no,implemented,已并入 39 对象固定表面/设备纯原点批次；磁盘 SHA-256 9723b80c9996e9cc1b734c643878ab2b00bcb564ec9bc2dbda6689d668e13511；两条踢脚线锚点到面距离为 0，世界几何保持；已 reload/rebuild Blender
COORD-FIXED-SURFACE-SERVICE-C003-RESET,object-placement,0u3BXQfv5DNB7pJWIiPf7e; 1C2NYt_qT35P4jTGTCHJyh; 2UhljZvyHBM9jCYFR8xcyl; 3Bv_Kl3jDC5RvaUMdyge1U; 3JAkt8PsX7vPfGKWLK5EKp; 004_$7IRPA9QbtyBuuiKWA; 0BC11AXkL2zQOj3oLaM5Dl; 1cudaM$BT1GAKD9EEg4nqS; 2EYl9Bo4j7oAgy4jRg5sol; 3EeaetpRj9bw3iIk_f4eUG; 3xKTsYjIjFSOwrsDNweAjR; 06GpMzzWj1XQobAhD35cgU; 1QBdVekDnBsOleyo9PM6rT; 1yW7DASIz8qA$2j8z9tdl2; 33chLv3TzEOhKalIJJAPNF; 07417_eTrC0eWfT$Y8pgoE; 0tX8IXkjf2ZfVFfFwdUuLk; 0xvuGq51D58Q48g8TUKoG3; 20bYXtwTj8IgxONb9fe4qh; 2S3yKtNmb9ShDjnra4juRS; 2uoah3MET7a9XfDe75Wi43; 34px3Z5uHBG8_FjnOKgVdK; 3fre4rzaj4yQgf0wGvOqy7; 0V9CnYT0n3GvkLmXhxvv$u; 0YgqsahOH4FvZ_nLwl_Tlf; 10Wm8ivdX7dAVfz4cV8l5Q; 2wViHGrwX2hOYCb3MDNb$9; 14EazrLgP8whYZWY_yCuKy; 1FgLPMw$5B4wBH2ySMkXE1; 1rhZG98PPCSxaLeMFLTYb9; 2Ak2ma0lvBEA49UpplzUqi; 2S2c498tb7$gzdukjhCGVQ; 2YnGmmoYbF28Vy25$aNKT8; 2ajpw0I9n1dBypfISg3ejX; 2iKOL78$H0N9Yd9$ky3pW4; 3PRBtW00j1D8r2Or5PTFdh; 3hgNkx97vCTOC2eewCpMNk; 3jT4sCgpHC98VSIUdGUNYH; 3pvAlH5C14v8uVEJ1LmK8M,39 个固定表面或设备对象原点超过 0.1 mm，但各自 Body 已存在整数几何点,仅重设 ObjectPlacement；局部表示施加逆变换，世界几何不移动；1 个直属 Opening 保持原世界 placement,对象均属于固定 Proxy、施工表面、空调设备、灯具、排水管或洁具；目标为现有整数顶点或物理轴向边整数点；Curve2D Axis 保持原世界标高；MappedItem 仅修改独占 MappingTarget,1.00,no,implemented,正式 IFC 与批准候选逐字节一致；39/39 placement 精确；锚点到面最大 0.009187 mm；796/796 产品世界几何在 0.1 mm 内；最大世界顶点变化 4.3e-11 mm；实体数、schema 和 Root GlobalId 不变；磁盘 SHA-256 9723b80c9996e9cc1b734c643878ab2b00bcb564ec9bc2dbda6689d668e13511；已 reload/rebuild Blender 并恢复 A-105 审核视图
COORD-COVERING-C003-RESET-READY,object-placement,"2AaE1g$kT9yuXagzwxD3_j; 1QkVJsQDf6keIyddhN5Dmc; 2jK2g2$tb18Qu3jsAzqyh_; 3oAf0JDwfAShSvvBwPp47s; 0Zj4PLnNL4cf8r6tIGeEt0; 0W2w5NSMDCUBk0iq3RkfNL; 02JiVqnyTDXQ1GpfLPCpMl; 1xL$8my_jFu9Ab0a91HUA2; 3k9cT8nxj3o8yzLjoQc_Yt; 0AN5MRpZ16dRCAg1l5TOyz",10 个 IfcCovering 原点超过 0.1 mm但现有几何均含整数物理边点,仅重设 ObjectPlacement 到既有物理边整数点；Axis/Body 施加逆变换并保持 19 个直属 Opening 的世界 placement；不写 PredefinedType 或材料语义,整数几何锚点审计逐对象证明目标位于实际三角面；纯原点方案不依赖地面、墙面或天花语义,1.00,no,implemented,已随 C003 72 对象纯原点批次正式写入；10/10 placement 与锚点通过；29/29 目标和直属 Opening 世界几何保持；写后墙体共面 183/183、接头 165/165 通过 0.1 mm；72 对象批次写入哈希 142bd6a96f1d62d60bd63b42bd25b1035ef80ffa36403b4a54b6077cbdba2291；随后清理 5 个正交 Direction 尾差且世界几何不变；Direction 尾差清理批次 SHA-256 1c69ff2aa70991e58855a194607d109d3e358168352fe27a7dbdd0b19e513710；Blender 已 reload/rebuild
COORD-SURFACE-EDGE-C003-RESET-READY,object-placement,"0e0XOb$L18ZBVYJiQJrQ1p; 0JNfRbPBf8TfubVN70o0yr; 2_vcnNErPCixD2MSQiqhdi",2 个 IfcCovering 与 1 个 IfcSlab 原点超过 0.1 mm且其真实斜边已有整数模度点,仅重设 ObjectPlacement 到既有物理非轴向边上的整数点；局部表示施加逆变换并保持 4 个直属 Opening 的世界 placement；不改变构件语义或世界几何,两个竖向 Covering 分别采用 20 mm 模度外边点；Slab 采用 100 mm 模度顶边点；目标到实际边均不超过 0.01 mm,1.00,no,implemented,已随 C003 72 对象纯原点批次正式写入；3/3 placement 与锚点通过；18 个相关对象只改变原点且世界几何保持、28 个相关对象完全不变；写后墙体共面 183/183、接头 165/165 通过 0.1 mm；72 对象批次写入哈希 142bd6a96f1d62d60bd63b42bd25b1035ef80ffa36403b4a54b6077cbdba2291；随后清理 5 个正交 Direction 尾差且世界几何不变；Direction 尾差清理批次 SHA-256 1c69ff2aa70991e58855a194607d109d3e358168352fe27a7dbdd0b19e513710；不是受控例外
COORD-CONSTRUCTION-SURFACE-C003-RESET,object-placement,"1jk9p3i1v2xhSPmLARzMx6; 1B31tDdtb44Qsxujotw2IW; 2xsQvORMH4Lft5PawZ3Bxu; 3bMoS7bIT8wBmjqRvdPunu; 0e9HFLi6fDsggZSSJA6Gql; 0lEIp09tr5ZuFmvjzO7$J1; 1Rer6n0zzDt8foqeHXkkaW; 2qiNDus8b1E8_iEcJ9_3vy; 39ssagG3n08RmEGQ8p0HPN; 1ctPQ0Vy1A7eZAunjbq1uO; 1BhRwhm0bEkQ2IBfLxzE6A; 07lGLYz1D67eFJrS1THits; 3mlT3vP4P1MwwtT7Mb20tc; 3oxgGk27D4pRhha6_X05df; 1z_JY$9a97dxJOZ3gy2OAB; 1T4ufwmyT8vAmJ325btAAr; 2bJu5ZdkzALBfyCUpyiKTA; 3z8DudsGj6x9wzlJXT7$7F; 0FvgLct_j8OOSR$V6GRYQR; 20OvdI9drEWeTGJOdyw6OF; 3Eh7dTLw90qhldpeLi9n6B; 2Rr8WvEy591Pj6dg4T6RQK; 2vl0bLa0j1dv$DGDErm$KY; 3GCxLYHHnCQuJSD2rkZ_h6; 0dvnmKrOzCqhCH4NW1m1Vu; 1X0phqKt15XfFggcqnw7$O; 29Bsqi59j53wkoXK3bK3Ps; 3BwA5Rnkf4Bf3v3vTmeWTw; 1ogoq1VJP4vgBTqBCMFyCn; 1nl6eDw2H0gwKgR3NLW4h6; 3wU1hhFVz3AvGTchfzAZXl; 2D_AY5nR96Qf5uU1y3Srzn; 1C4RBWOHD2GfB5lt3s1D3q; 1ncV5xaxf54BXwzFCse170; 1eqCHDNr94wR4H6nt1ZB6F; 3WekjaeUn1qfL6oR1KYD_2; 0BmtX_5hX1_gzuRyMzZWCj; 3scRMaGaL4iQ0rggoStviO; 3XHw61QWD8pO_ffygPR1Mn; 2b31CZPEn5dfZFU1X$lkPc; 1iSuERIwrCfeGCQ54yF0Kx; 1Lj_LXp3z7tQDMYUGoTsFc; 1pcd3vOPrF9wIHlKsmCv0a; 235UH42o19pgNtvD2klDXr; 26PwmC1AX6ZROC65DohUg5; 1UixnpnQb97wuNAGrTmMJd; 0MVn0S2GP0IuDnXI2x_0wg; 1Yf7cK9MTAoBRvfK3BluSI; 1mI2ClWgr6xwhxkjkIkFbV; 0IlFpdzSbD_9sqRVW8SpPi; 0s2tcnZmP23Qpz4zXZ$Vd0; 0mnFDiYfj6fxQBaWFizjUS; 2MZOWmnIX7KA3Wfnp2HxoF; 2T92129$LE0Pve_Pv6F9Sx",45 个 IfcCovering 与 9 个 IfcSlab 原点超过 0.1 mm且现有轴向施工表面包含整数点,仅重设 ObjectPlacement 到既有轴向三角面上的整数点；局部表示施加逆变换并保持世界几何；不写材料、PredefinedType 或施工语义,目标表面点全部由渲染三角面机械证明；五个与共享 Opening 组耦合的 Covering 宿主排除出通用批次,1.00,no,implemented,54/54 placement 与锚点通过；完整 72 对象原点批次共比较 138 个相关对象：72 个只改变原点且世界几何保持、66 个完全不变；72 对象写入时正式 IFC 与批准候选逐字节一致；写后墙体共面 183/183、接头 165/165 通过 0.1 mm；随后清理 5 个正交 Direction 尾差且全模型最大世界顶点变化 0.0 mm；Direction 尾差清理批次 SHA-256 1c69ff2aa70991e58855a194607d109d3e358168352fe27a7dbdd0b19e513710；Blender 已 reload/rebuild
COORD-SHARED-SURFACE-HOST-C003,object-placement,"3UpLXAml9Bufs6wAjUjPJT; 06wFwLoDD6ie5iCTnc_yad; 0rwOcjvjn5WBdoq4bxiHSk; 2roMaBy7v9OvqUBSpWl2Q2; 37DESmCqj8qAHVsS$K2iyb",5 个 IfcCovering 宿主原点超过 0.1 mm且与两个共享 Opening placement/representation 组耦合,在同一原子候选内依次重设 5 个宿主，再按 4 个唯一 placement 组一次性恢复 7 个直属 Opening；共享 placement 与 representation 身份保持,专用候选证明 5/5 宿主到现有表面锚点不超过 0.1 mm；7 个 Opening 世界 placement 最大残差 1.14e-13 mm；全部产品世界几何不超过 0.1 mm；墙体共面 183/183、接缝 165/165 通过,1.00,no,implemented,正式 IFC SHA-256 d4397fff59b0d6827a121bb57e83f079271de52397326a817eed306bb9ca5348；目标 placement 分别为 5900/-900/2000、-1780/380/2400、-1785/82/10、-1900/2300/100、5900/300/0 mm；共享组身份保持；0 个新 Direction 尾差；已保存并 reload/rebuild Blender
COORD-ASSEMBLY-C003-BAYWINDOW,object-placement,"14da0BQgfDmfHZBuWs7SnK; 2$hL31sEL9xAyH$TmcJ1pN",RFL/FFL 两个主卧飘窗 IfcElementAssembly 本身无 Body，原点分别为 -6499.812/-4399.838/3000 和 -6499.812/-3974.848/-328.028 mm,纯原点重设为三面组成墙实体上的同一 100 mm 模度边界点 -6500/-4600/3000 和 -6500/-4600/0 mm；所有组成墙世界 placement 保持,RFL 目标是精确顶点；FFL 目标距现有顶点 0.027276 mm；候选写盘重开后 6/6 组成墙世界 placement 残差 0.0 mm；全模型产品几何超差 0；IfcRelAggregates、schema、实体数和 Root GlobalId 集合保持,1.00,no,implemented,正式 IFC SHA-256 bd2f0290d088663b65d8e19e185a03457a93db1c04ebf7ebc0001ccd6c742c2a；已并入 8 对象原子批次；写后 8/8 placement 与批准候选一致，全部子构件、非目标 placement 和全模型世界几何均无超过 0.1 mm 的变化；Bonsai 已保存并 reload/rebuild
COORD-CLADDING-C003-RESET,object-placement,"0G4bJcjUL5NPlY312J9TG9; 16YUCivpTC1gRXeEoBiQST; 18IhVjmef3XeS3XSkZ_Gax; 2uFOoqROzFVBRlm_TS9tIZ; 3zt_jFdvz7LQEYlyf51mVi",5 个 WW20 CLADDING 的 ObjectPlacement 超过 0.1 mm但现有物理边或实体表面含整数施工锚点,仅重设 ObjectPlacement 到 c003-cladding-origin-reset-targets.csv 的精确整数点；局部表示施加逆变换并保持直属 Opening 世界 placement,关联 IfcCoveringType 已明确为 CLADDING；5/5 锚点到现有几何不超过 0.1 mm；非目标世界几何不动,1.00,no,implemented,正式 IFC SHA-256 bd2f0290d088663b65d8e19e185a03457a93db1c04ebf7ebc0001ccd6c742c2a；已并入 8 对象原子批次；写后目标 placement、全部产品 placement、世界几何、关系、实体数和 Root GlobalId 集合均通过；Bonsai 已保存并 reload/rebuild
COORD-ASSEMBLY-C003-CABINET,object-placement,3NIZVJBir6rQlVwhKs84Ca,Cabinet IfcElementAssembly 本身无 Body，原点为 3182.774/-1746.205/0 mm,纯原点重设为已由用户确认的 SB03 固定柜体侧板底边锚点 2900/-1400/0 mm；13 个子构件世界 placement 保持,SB03 锚点早已在固定家具批次通过；组合原点复用已确认的安装基准，不从复杂柜体网格另猜锚点；目标距子构件实体 0.001812 mm,1.00,no,implemented,正式 IFC SHA-256 bd2f0290d088663b65d8e19e185a03457a93db1c04ebf7ebc0001ccd6c742c2a；已并入 8 对象原子批次；13/13 子构件与全模型非目标 placement、世界几何、关系和 Root GlobalId 集合保持；Bonsai 已保存并 reload/rebuild
COORD-FLOW-C003-PVC110-BUNDLE,flow-segment-bundle-exception,"178mqyyzzFowLcbXcH6prO; 0bfVg4Ys1CevZs$qxhkXTo",正式 IFC 保留 2 个 Sewage Pipe PVC110 且每个对象包含 3 根互不连接的既定立管,不移动、不拆分、不合并、不重构 6 根管道几何；流水线只读识别 6 个独立分支并逐根定位、标注和机械检查,用户确认六根立管位置来自原公寓设计；拆分候选仅证明六分支可独立识别且联合几何 Hausdorff 为 0.0 mm，不作为正式写入方案,1.00,no,implemented,精确对象为 178mqyyzzFowLcbXcH6prO 与 0bfVg4Ys1CevZs$qxhkXTo；候选拆分结果仅保留在 build/ 作为验证证据；正式 IFC 必须维持当前产品身份和世界几何
COORD-FLOW-C003-TEE01-PRESERVE,flow-segment-semantics,"01yasJOHDC6vunuQzfSKru; 11Yew7g9DB48FGKv9gAfVx",两个 PipeSegment 各含两个相距约 1.018896 mm 的网格组件,各自保留为一个完整 IfcPipeSegment 产品；不拆分网格组件,两对象均关联同一 IfcPipeSegmentType 3ra1x17G16vfz99F05oYgt / TEE01，且分别从属于 WC 与 WC_01 组合件；明确产品类型优先于单纯网格连通性,1.00,no,implemented,本决定只关闭产品身份分类，不授权 ObjectPlacement 或几何写入；安装与连接锚点继续由 SANITARY-ANCHOR-C003-001 处理
COORD-HANDOFF-C003-A104,c003-origin-responsibility,"1TW6$_GfnABRZusYvx0zZG; 2D5BPoo2XFSvhTdfPenCh7; 0zjVS5FBbBewgUkk0fdfiv",3 樘无 IfcRelFillsElement 的门仍有超差原点,A104 负责核定宿主洞口、门槛锚点、编号和定位后再写入,当前 IFC 关系不足以机械推断宿主；C003 禁止按最近整数猜测,1.00,yes,delegated,精确对象集合由 C003 退出审计验证；A104 未关闭前保持现有几何和 placement
COORD-HANDOFF-C003-A105,c003-origin-responsibility,"3L$xQZHiz7b8ws7de1jiZN; 2uYGzJR3f1QO6LmO9Nq3Mf; 13bntpeVvD48VefEcWQ_CL; 3wm6Ng2YT52BiRfqPP7E4N; 2Y6G6pyqLCeQX77WhqqdEe; 26f3RmUrL3KRqY8Zxzck1h; 1KOnGcN8n9k9NYzrvWTr4H; 3BZcUm$uv91RVw2WGeaPxS; 1exwKOUpD1tO93c2_9MojK; 0gTPiPQhvFcumlS52PtTnD; 18Hiw4PZP4rQrmw23BQQys; 1XEnNJwc177xHjBydgoQFl; 2dEG2g8YT6te1$zV2kUnlv; 3bR3wts7vEBQHsVMX7kiaY; 38mTGSlgvAK8S$ghNqax$m; 1CcaP1Bo53phkUAss7qLPT; 3ARl_CqPrCWQrA6_$W073W",16 个 FLOORING Covering 与 1 个 FFL Slab 仍有超差原点,A105 负责按房间完成面、标高、坡向和门槛测量链确定安装锚点,虽有明确地坪分组但没有足以授权 placement 写入的完成面基准；不从任意网格点猜锚点,1.00,yes,delegated,精确 17 对象由 C003 退出审计验证；A105 处理时继续使用 0.1 mm 参数门
COORD-HANDOFF-C003-WFIN,c003-origin-responsibility,"0WdsBKMo545Ryicomy6Mqg; 0moBrr1cf5WgtBzqXWKtqn; 2ntxn4aYnB0xQOSuraf1r2",1 个 Painting Proxy 与 2 个 WW20BR CLADDING 仍有超差原点,WFIN 负责按墙面完成面、分格和收口基准确定锚点,对象语义可分组但当前没有唯一施工放线点；C003 保留世界几何,1.00,yes,delegated,精确 3 对象由 C003 退出审计验证；WFIN 写入前须证明墙面关系与非目标几何不变
COORD-HANDOFF-C003-PLUM,c003-origin-responsibility,"3AehGtDgv4cwDJtCqrtkrC; 1J6buM4aD3LO4vfb0AtPRz; 1vFwjs$QnFcOPrrmIAjNrG; 2hIKyAC2X3RhKEThQtEyDv; 1NwqlTj$T8DAd8wveTVU0J; 01yasJOHDC6vunuQzfSKru; 0mlC75yJb4VvKi2oo2qbR2; 2HZmG1IRrDHhHQ82V6_LtA; 2HpTz1lZj40esIT4bUdhaV; 2esXs3ihLFdxRtDX6d97hp; 11Yew7g9DB48FGKv9gAfVx; 2C9JmXaZXCX9I$vMds4lYK; 1$3UG05MPFmumejbg1KJ$I; 36ZX3QPyD7SvlXsDKMP8rY; 245NU$zZL0d9tYTVwwBdk$; 350tdaubr8QP3Cu2YMQZIN; 0UtU7yPb10ku4gsbGoM_sp; 1sgpvCENf4xQiaypKWW2JC; 39j3ZGWibC9OzRnhnTZwHN; 1jM_suNMPAw8_nvZejQSnp; 1u997JrDbByeKqbJ6ku8GF; 04DLh1Jk9Dcu9ibcaE0id8; 2jjNIn9gHBYwNSWwlM5T_i; 3ErNe1i1TCsQ3xogoRbN2S; 3IVqCnhGr51hY4LrOq_5G_; 0ZdhupFgf4tAoahLHQRjBq; 2sZvyk$8b2IRSOnE23XQTH; 1FICW5lCjEIQPvN1oi4cE2; 0a3r2aWdbFi9OlDGcQ00CE; 1fEFh83259DRb927ZP9yW7",11 个非 PVC110 管段或管件、13 个洁具、3 个地漏及 3 个洁具组合件仍有超差原点,PLUM 负责按厂家粗装点、连接口中心和排水中心线确定锚点并联动检查,现有网格只能提供中心线候选；没有 IfcDistributionPort 或厂家安装尺寸时不得把外壳点当粗装基准,1.00,yes,delegated,精确 30 对象由 C003 退出审计验证；两个 PVC110 组合对象不在本行并继续由 COORD-FLOW-C003-PVC110-BUNDLE 管理
COORD-HANDOFF-C003-ELEC,c003-origin-responsibility,"1faflkXXH6M9cnYPE9Liir; 1WMWifzpjFOxatyFb9stFb; 3ufPf53o1CbQlrIxF$Oogk; 2qvK0LPkPAr8uEI8Oa_U1h; 3Irt7GGfb5MP7Q6g$zFVaX; 2xvG7uDof7OwbTH_w0edo0; 2SdKxc_q96SBGrAUSYsWM9; 1SNXhKeZb7r9Y0MmzcQnc3; 2d2Vw3ZSn0exH1seMBMiVf",9 个电气或设备 Proxy 仍有超差原点,ELEC 负责按设备中心、开孔中心和安装面基准确定锚点,名称与容器足以分组但不足以授权移动或纯原点重设,1.00,yes,delegated,精确 9 对象由 C003 退出审计验证；4 个受控插座不在本行
COORD-HANDOFF-C003-RCP1,c003-origin-responsibility,"16Ey9Flj9BK9VRun$ozzjH; 0zWtSQZzjFQg_PORjlssbe",风口嵌入转角和书架跌级天花 Proxy 仍有超差原点,RCP1 负责按吊顶完成面、风口中心线和检修关系确定锚点,两对象用途明确但安装基准需结合综合天花图,1.00,yes,delegated,精确 2 对象由 C003 退出审计验证；不得仅按包围盒中心写入
COORD-HANDOFF-C003-INT1,c003-origin-responsibility,"1Yr_JdSGn8XOs804Vwoetk; 1O9JRXCI56VRUbpuLJy86Z; 0YrTm1sjv1BB8cz__8S5YA; 1CsrBEKGnFnxzQaKtu24o$; 1bquJkP0b52RG29UQKWWFT; 1TzVxcofbE8uxozIseRjwb; 2lP_4ZQK1A88utC$AW9ykT; 31Naj$Q6nFq8XESxcIbWJ5; 2URKnyRmD11e$nu56qRs5A; 0YVlVSQ8P8FB9NhuRYt0uz; 2Iq2ABipLBiBnzHH09G$gB; 07nS4ZFvD8swm8Oyc16noe; 2MB$iPyoH1SO80t3VQ6LPt; 3hhDVH1VD6lfCO$$xBVmwo; 2L7qWdVor5Bvy8nLqRA3m7; 3IFTLoG$99Vwu1AKvgckge",16 个固定柜体、台面、管井包板或未细分木作 Proxy 仍有超差原点,INT1 负责按柜体安装边、完成面和五金定位链确定锚点,对象所在空间和名称可确定深化队列但不能替代木作安装尺寸,1.00,yes,delegated,精确 16 对象由 C003 退出审计验证；处理时保持已确认家具角色和接触关系
COORD-HANDOFF-C003-DET1,c003-origin-responsibility,1pnvGdEx930vgZZlGlcKNu,Glass Railing.LP 仍有超差原点,DET1 负责按栏杆基座、玻璃边和楼板收口节点确定锚点,现有整数边点只证明几何存在；不能替代栏杆安装基准,1.00,yes,delegated,精确 1 对象由 C003 退出审计验证；节点确认前不写 placement 或几何
A103-WALL-PHASE-002,wall-status,,88 面最终建成墙原登记为 3 面 NEW、64 面 Aircrete 候选、20 面 Concrete 候选和 1 面 WhiteWall 未判定,写入 84 面 EXISTING 与 4 面 NEW；64 面橙色 Aircrete 写为非承重，20 面蓝灰 Concrete 写为承重，原紫色 WhiteWall 3pAfMJYxPBlwR30CstZ4kK 写为 NEW,用户明确确认橙色为现状非承重墙、蓝灰为现状承重墙、紫色为新建墙；精确 88 对象清单记录于 a103-wall-status-review.csv,1.00,no,implemented,标准属性为 Pset_WallCommon.Status 和 LoadBearing；写后为 EXISTING 84 / NEW 4、LoadBearing false 64 / true 20；正式 IFC SHA-256 ae8f9f8d06dec9adf422f3374ac012b092aa06bb2b130d9fb5997b456e1661c4
A103-KITCHEN-PIER-THICKNESS-001,wall-geometry,2Ca2tGerPBj8kvUTjlUtDl,厨房移门门垛完成面几何厚 153.886884 mm,固定 Y=-3678 mm 一侧并把另一侧归整到 Y=-3832 mm；完成面总厚 154 mm,用户要求厨房门垛厚度归整；只读候选证明只需移动一个完成面 0.113116 mm,1.00,no,implemented,IfcPolygonalFaceSet 仅 4 个同侧坐标改变；ObjectPlacement 不变；直属 Opening 3uJdxzrgTCV8XAKZYD$foN 世界几何变化 0.0 mm；正式写后相对批准候选 284/284 墙/Opening/门/窗几何不变
A103-GUEST-BATH-OPENING-PROTECT-001,wall-opening,"0hKdvAZkn1TejLgJhK_vDp; 1YxMx6s0r3ZPPohkRKXWbl",客卫墙门洞位置已在设计中向 X 正方向调整约 800-900 mm,保持当前墙和 Opening 位置；A-103 归整不得恢复交付图旧门洞,用户明确说明当前门洞位置是有意调整后的方案,1.00,no,implemented,写后相对 A-103 写前基线：墙与 Opening 的 ObjectPlacement 和世界几何变化均为 0.0 mm；后续 A-102 只能把交付图旧墙/旧洞作为拆除依据，不得覆盖当前最终建成门洞
