equipment_id,domain,category,item_name,manufacturer,model,variant,quantity,procurement_status,decision_status,storage_location_candidate,use_location_candidate,storage_location_confirmed,use_location_confirmed,schedule_included,selector_kind,selector_value,ifc_class,ifc_type_name,ifc_type_global_id,ifc_global_ids,source_ids,identity_basis,confidence,human_review_required,legacy_kind,legacy_id,notes
SAN-003,SANITARY,flush_plate,Geberit Sigma01,Geberit,115.770.11.5,white glossy dual flush,2,selected,partial,,,,,yes,ifc_type_global_id,0Ix$O3sQD6WvCEq22Az1Qg,IfcSanitaryTerminal,Geberit 115.770,0Ix$O3sQD6WvCEq22Az1Qg,2gFgcOYEXEaQWAzcKulTFt;2lDPsdQevFSfeOThtjSlPG,IFC-FORMAL-001;GEB-DELIVERY-002;GEB-PHOTO-115770-152464-001;GEB-OFFICIAL-115770-001,IFC 两个 115.770 族实例；发货单、收货标签和官方数据表确认其中 1 件为 115.770.11.5 白色亮面双冲水面板,1.00,yes,ifc_inventory,,IFC 需求数量 2；当前仅有 1 件收货证据，第二件采购状态仍待补齐
SAN-004,SANITARY,IfcSanitaryTerminal,FAU01,,FAU01,,1,existing,ifc_observed,,,,,no,ifc_type_global_id,0fd0eMJXDFwh3DzpfAkjxu,IfcSanitaryTerminal,FAU01,0fd0eMJXDFwh3DzpfAkjxu,1$3UG05MPFmumejbg1KJ$I,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
SAN-005,SANITARY,IfcSanitaryTerminal,FAU02,,FAU02,,1,existing,ifc_observed,,,,,no,ifc_type_global_id,0kHJM4zvD6uQgoZ6u9zW9R,IfcSanitaryTerminal,FAU02,0kHJM4zvD6uQgoZ6u9zW9R,36ZX3QPyD7SvlXsDKMP8rY,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
SAN-006,SANITARY,IfcSanitaryTerminal,Geberit 146.140,,Geberit 146.140,,2,existing,ifc_observed,,,,,no,ifc_type_global_id,0oQ1OORVb9oOryrsmQyox1,IfcSanitaryTerminal,Geberit 146.140,0oQ1OORVb9oOryrsmQyox1,1rhZG98PPCSxaLeMFLTYb9;0UtU7yPb10ku4gsbGoM_sp,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
SAN-007,SANITARY,IfcSanitaryTerminal,Geberit 154.154.00.1.C,,Geberit 154.154.00.1.C,,1,existing,ifc_observed,,,,,no,ifc_type_global_id,187Z_5Ufn8xhqkgXCB4TT6,IfcSanitaryTerminal,Geberit 154.154.00.1.C,187Z_5Ufn8xhqkgXCB4TT6,3ErNe1i1TCsQ3xogoRbN2S,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
SAN-008,SANITARY,IfcSanitaryTerminal,TRAP01,,TRAP01,,1,existing,ifc_observed,,,,,no,ifc_type_global_id,1L$J4UrFv9auXWTT2Ys_oH,IfcSanitaryTerminal,TRAP01,1L$J4UrFv9auXWTT2Ys_oH,2Ak2ma0lvBEA49UpplzUqi,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
SAN-009,SANITARY,IfcSanitaryTerminal,BATH01,,BATH01,,1,existing,ifc_observed,,,,,no,ifc_type_global_id,1N$NgwVtX1rfaxGhd0NYqB,IfcSanitaryTerminal,BATH01,1N$NgwVtX1rfaxGhd0NYqB,39j3ZGWibC9OzRnhnTZwHN,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
SAN-010,SANITARY,IfcSanitaryTerminal,Gessi316 54093,,Gessi316 54093,,1,existing,ifc_observed,,,,,no,ifc_type_global_id,1N6dRlBGvEs8EXU8M9hy4X,IfcSanitaryTerminal,Gessi316 54093,1N6dRlBGvEs8EXU8M9hy4X,1jM_suNMPAw8_nvZejQSnp,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
SAN-011,SANITARY,IfcSanitaryTerminal,Geberit 154.154.00.1.F,,Geberit 154.154.00.1.F,,1,existing,ifc_observed,,,,,no,ifc_type_global_id,1bJFlkL310_e1sYGDT2Y40,IfcSanitaryTerminal,Geberit 154.154.00.1.F,1bJFlkL310_e1sYGDT2Y40,2jjNIn9gHBYwNSWwlM5T_i,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
SAN-012,SANITARY,IfcSanitaryTerminal,Gessi316 54294,,Gessi316 54294,,1,existing,ifc_observed,,,,,no,ifc_type_global_id,1bUN13Ecz6PRpaXsNtfiqj,IfcSanitaryTerminal,Gessi316 54294,1bUN13Ecz6PRpaXsNtfiqj,2iKOL78$H0N9Yd9$ky3pW4,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
SAN-013,SANITARY,IfcSanitaryTerminal,PANTA REI,,PANTA REI,,1,existing,ifc_observed,,,,,no,ifc_type_global_id,1wG7mOiwz5ER_yF1y_J7wP,IfcSanitaryTerminal,PANTA REI,1wG7mOiwz5ER_yF1y_J7wP,2YnGmmoYbF28Vy25$aNKT8,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
SAN-014,SANITARY,concealed_cistern_frame,Geberit Duofix Sigma,Geberit,224.212.00.2,12 cm H112 5/3.5 L CN-W,2,selected,partial,,,,,yes,ifc_type_global_id,2$Cw4HyDT1lA8dPM$p1ucM,IfcSanitaryTerminal,Geberit Duofix Sigma,2$Cw4HyDT1lA8dPM$p1ucM,3hgNkx97vCTOC2eewCpMNk;3pvAlH5C14v8uVEJ1LmK8M,IFC-FORMAL-001;GEB-DELIVERY-002;GEB-PHOTO-224212-001;GEB-OFFICIAL-224212-001,IFC 两个 Duofix Sigma 实例；发货单、收货标签和官方目录确认其中 1 件为 224.212.00.2,1.00,yes,ifc_inventory,,IFC 需求数量 2；当前仅有 1 件收货证据，第二件采购状态仍待补齐
SAN-015,SANITARY,IfcSanitaryTerminal,Gessi316 54205,,Gessi316 54205,,1,existing,ifc_observed,,,,,no,ifc_type_global_id,23d5DI3h91$RyqO0U1dIa5,IfcSanitaryTerminal,Gessi316 54205,23d5DI3h91$RyqO0U1dIa5,1u997JrDbByeKqbJ6ku8GF,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
SAN-016,SANITARY,IfcSanitaryTerminal,Gessi316 54145,,Gessi316 54145,,1,existing,ifc_observed,,,,,no,ifc_type_global_id,2IQZheitD2wPt6lF3ELfTs,IfcSanitaryTerminal,Gessi316 54145,2IQZheitD2wPt6lF3ELfTs,3jT4sCgpHC98VSIUdGUNYH,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
SAN-017,SANITARY,integrated_basin_component,antoniolupi Street integrated basin components,antoniolupi,Street,domestic custom / Rosso Levanto reference,2,selected,partial,,BATHM,,BATHM,yes,ifc_type_global_id,2yjeYV3aTArx4G3zDvadjf,IfcSanitaryTerminal,STREET-H,2yjeYV3aTArx4G3zDvadjf,2ajpw0I9n1dBypfISg3ejX;3PRBtW00j1D8r2Or5PTFdh,IFC-FORMAL-001;USER-PLUM-SINKS-001;ANTONIOLUPI-STREET-OFFICIAL-001,IFC 类型 STREET-H 与 BATHM 中 STREET 主体构成双部件候选；用户确认国内定制 Street 与 Levanto Red 方向,0.95,yes,ifc_inventory,,不得把两个 IFC 子部件直接解释成两个已定货成品；精确构成和加工图待关闭
SAN-018,SANITARY,washbasin,Falper Sorgente washbasin,Falper,Sorgente,domestic custom / Rosso Levanto reference,1,selected,partial,,BATHG dry area,,BATHG dry area,yes,ifc_type_global_id,38oLfIKqXARQwHtyJLiLRP,IfcSanitaryTerminal,BS01,38oLfIKqXARQwHtyJLiLRP,350tdaubr8QP3Cu2YMQZIN,IFC-FORMAL-001;USER-PLUM-SINKS-001;FALPER-SORGENTE-OFFICIAL-001;FALPER-SORGENTE-MATERIAL-001,用户确认两卫生间采用 Falper Sorgente 与 antoniolupi Street；BS01 位于 BATHG 且另一产品在 BATHM 已有 STREET 类型，因此本行采用可追溯房间映射候选；官方 WFA/WFB 图确认原型几何与地排体系，官方产品目录确认 Sorgente 可采用 Rosso Levanto 大理石,0.90,yes,ifc_inventory,,国内定制不等于官方标准件；精确房间归属、尺寸、材质对应代码、支撑和水电加工图待关闭
SAN-019,SANITARY,IfcSanitaryTerminal,Geberit 154.154.00,,Geberit 154.154.00,,1,existing,ifc_observed,,,,,no,ifc_type_global_id,3TnKn8Ovn3Qx65cYxp56Fl,IfcSanitaryTerminal,Geberit 154.154.00,3TnKn8Ovn3Qx65cYxp56Fl,14EazrLgP8whYZWY_yCuKy,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
SAN-020,SANITARY,IfcSanitaryTerminal,Gessi316 54038,,Gessi316 54038,,2,existing,ifc_observed,,,,,no,ifc_type_global_id,3WbkJJsCrBKe0vL$_wD4s3,IfcSanitaryTerminal,Gessi316 54038,3WbkJJsCrBKe0vL$_wD4s3,245NU$zZL0d9tYTVwwBdk$;1sgpvCENf4xQiaypKWW2JC,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
SAN-021,SANITARY,integrated_washbasin_top,antoniolupi Street integrated washbasin top,antoniolupi,Street,domestic custom / Rosso Levanto,1,selected,partial,,BATHM,,BATHM,yes,ifc_type_global_id,3m9kCyM351CxtPQVBlYtiZ,IfcSanitaryTerminal,STREET,3m9kCyM351CxtPQVBlYtiZ,1FgLPMw$5B4wBH2ySMkXE1,IFC-FORMAL-001;USER-PLUM-SINKS-001;ANTONIOLUPI-STREET-OFFICIAL-001;ANTONIOLUPI-STREET-TECH-001;ANTONIOLUPI-STREET-INSTALL-001,IFC 精确类型名 STREET 且位于 BATHM；用户确认国内定制 Street 与 Levanto Red；官方目录和技术图确认 Rosso Levanto 材料范围、集成盆与安装体系,0.98,yes,ifc_inventory,,国内定制不等于官方标准料号；精确长度、深度、盆数、龙头方式、排水和加工图仍待关闭
SAN-022,SANITARY,island_sink,Custom marble island sink,Custom fabricator,Custom marble sink,shop drawing pending,1,selected,partial,,VVD island,,VVD island,yes,ifc_type_global_id,3tSxwpbPv38APuCJ7Lxbqz,IfcSanitaryTerminal,SIN01,3tSxwpbPv38APuCJ7Lxbqz,2C9JmXaZXCX9I$vMds4lYK,IFC-FORMAL-001;USER-PLUM-SINKS-001,正式 IFC 的 SIN01 位于 VVD 岛台且用户确认岛台水槽为大理石定制,1.00,yes,ifc_inventory,,IFC 600×500×270 mm 包围盒只作协调现状，不作为石材加工尺寸；精确盆深、排水、溢水、支撑和防水待关闭
WASTE-001,DRAINAGE,IfcWasteTerminal,JingAn Linear Shower Channel,,,,1,existing,ifc_observed,,,,,no,global_id,3IVqCnhGr51hY4LrOq_5G_,IfcWasteTerminal,,,3IVqCnhGr51hY4LrOq_5G_,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
WASTE-002,DRAINAGE,IfcWasteTerminal,JingAn Linear Shower Channel Aqura,,,,2,existing,ifc_observed,,,,,no,global_id,0ZdhupFgf4tAoahLHQRjBq,IfcWasteTerminal,,,0ZdhupFgf4tAoahLHQRjBq;2sZvyk$8b2IRSOnE23XQTH,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
SENSOR-001,SAFETY,IfcSensor,A106-FIRE-R04,,,,1,existing,ifc_observed,,,,,no,global_id,2fwceKahvBqQXqal2ZcIUF,IfcSensor,,,2fwceKahvBqQXqal2ZcIUF,IFC-FORMAL-001;OWNER-INBOX-20260814-001;TB-PANASURFACE-ALARM-INSET-001,formal IFC inventory,1.00,yes,ifc_inventory,,正式 IFC 只确认 A106-FIRE-R04 的 IfcSensor/FIRESENSOR 点位；最终感温/感烟/复合类型、准确产品、供电通信及装饰件适配仍待消防/设备方确认。
PLUMASM-001,ASSEMBLY,IfcElementAssembly,Drain Center,,,,1,existing,ifc_observed,,,,,no,global_id,1fEFh83259DRb927ZP9yW7,IfcElementAssembly,,,1fEFh83259DRb927ZP9yW7,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
PLUMASM-002,ASSEMBLY,IfcElementAssembly,WC,,,,1,existing,ifc_observed,,,,,no,global_id,1FICW5lCjEIQPvN1oi4cE2,IfcElementAssembly,,,1FICW5lCjEIQPvN1oi4cE2,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
PLUMASM-003,ASSEMBLY,IfcElementAssembly,WC_01,,,,1,existing,ifc_observed,,,,,no,global_id,0a3r2aWdbFi9OlDGcQ00CE,IfcElementAssembly,,,0a3r2aWdbFi9OlDGcQ00CE,IFC-FORMAL-001,formal IFC inventory,1.00,yes,ifc_inventory,,对象已机械纳入覆盖；最终产品与厂家安装条件待确认
SAN-GEB-001,SANITARY,smart_toilet,Geberit Nuna V Combo,Geberit,146.361.00.1,Nuna V Combo,1,purchased_arrived,confirmed,,,,,yes,logical_input,146.361.00.1,,,,,GEB-DELIVERY-002;GEB-PHOTO-146361-ELEC-001;GEB-PHOTO-146361-CERAMIC-001;GEB-OFFICIAL-146361-001,发货单与电子部件及陶瓷体收货标签共同确认完整产品和两个组件编号；中国官网确认产品族与水电隐藏安装意图,1.00,no,owner_product,146.361.00.1,未在正式 IFC 中建立精确型号关联；官网未公开功率、压力或接口坐标
DRAIN-GEB-001,DRAINAGE,pvc_adapter,Geberit PVC adapter,Geberit,152.464.00.1,DN100/90 to PVC Ø110,1,purchased_arrived,confirmed,,,,,yes,logical_input,152.464.00.1,,,,,GEB-DELIVERY-002;GEB-PHOTO-115770-152464-001;GEB-OFFICIAL-152464-001,发货单与收货袋标签确认精确型号；官方目录确认 DN100/90 与 PVC 插口 Ø110,1.00,no,owner_product,152.464.00.1,与 Duofix/Nuna 的最终组装方向仍由安装人员和精确安装图关闭
DRAIN-GEB-002,DRAINAGE,installation_set,Geberit CleanLine installation set,Geberit,154.150.00.1,DN50 screed 90–220 mm,1,purchased_arrived,confirmed,,,,,yes,logical_input,154.150.00.1,,,,,GEB-DELIVERY-001;GEB-PHOTO-154150-001;GEB-OFFICIAL-154150-001,发货单与收货箱标签确认精确型号；官方目录确认 DN50 与入口找平层高度 90–220 mm,1.00,no,owner_product,154.150.00.1,完成面材料厚度、防水体系和最终标高仍须现场协调
DRAIN-GEB-003,DRAINAGE,pvc_pe_adapter,Geberit PVC-PE adapter,Geberit,154.298.00.1,DN50 Ø50,1,purchased_arrived,confirmed,,,,,yes,logical_input,154.298.00.1,,,,,GEB-DELIVERY-001;GEB-PHOTO-CLEANLINE-PARTS-001;GEB-OFFICIAL-154298-001,发货单与零件照片确认收货；官方数据表确认 DN50 且内外径标称 Ø50,1.00,no,owner_product,154.298.00.1,PVC 管材等级、胶粘体系、插入深度与朝向仍须现场关闭
DRAIN-GEB-004,DRAINAGE,floor_drain,Geberit Aquorea washing-machine floor drain,Geberit,388.013.00.2,100x100 PE-HD DN50 horizontal,1,purchased_arrived,confirmed,,,,,yes,logical_input,388.013.00.2,,,,,GEB-DELIVERY-001;GEB-PHOTO-388013-001;GEB-OFFICIAL-388013-001,发货单与收货箱标签确认精确型号；官方目录确认 Aquorea 洗衣机地漏、DN50、PE-HD 与水平出水,1.00,no,owner_product,388.013.00.2,尚未与正式 IFC 排水实例建立一对一关系；地面坡度、防水节点和最终标高仍待关闭
SAN-KIT-001,SANITARY,kitchen_sink,Foster Milano kitchen sink,Foster,1014 850,product code 1014850 / domestic custom order,1,selected,confirmed,,KITCHEN sink cabinet,,KITCHEN sink cabinet,yes,logical_input,SAN-KIT-001,,,,,USER-PLUM-SINKS-001;FOSTER-1014850-OFFICIAL-001;FOSTER-1014850-INSTALL-001,用户确认厨房水槽采用国内定制 Foster Milano 1014 850；Foster 官方产品页和技术图精确匹配产品代码 1014850,1.00,yes,owner_product,1014850,正式 IFC 未找到可可靠归属的厨房水槽对象；不得把 VVD 岛台 SIN01 或 KITCHEN 柜体代理误写为本产品
FUR-BATHG-MIRROR-001,FURNITURE,built_in_mirror_cabinet,Guest bathroom dry-area full-height mirror cabinet,Custom fabricator,Custom full-height mirror cabinet,segmented mirror-door visual reference,1,candidate,candidate,,BATHG dry-area rear wall,,BATHG dry-area rear wall,yes,logical_input,FUR-BATHG-MIRROR-001,,,,,INT1-BATHG-MIRROR-REF-001,用户考虑在客卫干区后墙增加全高分格镜柜；参考图只证明视觉与储物意向,0.90,yes,owner_product,FUR-BATHG-MIRROR-001,尚未选定；不据参考图确认灯带、尺寸、柜深、门扇、材料或电源
CTRL-ENTRY-A,ASSEMBLY,照明控制面板,Entry A 智能照明控制面板,JINK,EGG 3-Key/3-Relay（研究优选，准确 SKU 未定）,wired_candidate,1,candidate,candidate,,入户门口墙面,,,yes,logical_input,CTRL-ENTRY-A,,,,,OWNER-INBOX-20260814-001;TB-JINK-EGG-001;JINK-EGG-OFFICIAL-001;JINK-8E-CSA-001;TB-PANASURFACE-SWITCH-INSET-001;ZOYLIGHT-D1-20250815-001;ELEC-RESEARCH-20260815-001,业主确认两类照明控制用途；EGG 3-Key/3-Relay 仅为研究优选,0.85,yes,,,准确 SKU、颜色、按键数、端子图、每路负载、传统有线双控、底盒净深和平嵌适配均未关闭。
CTRL-MASTER-A,ASSEMBLY,照明控制面板,Master A 主卧智能照明控制面板,JINK,EGG 3-Key/3-Relay 或 Wireless Scene 6-Key（研究候选）,direct_load_or_scene_only_candidate,1,candidate,candidate,,主卧内衣柜见光板,,,yes,logical_input,CTRL-MASTER-A,,,,,OWNER-INBOX-20260814-001;TB-JINK-EGG-001;JINK-EGG-OFFICIAL-001;TB-PANASURFACE-SWITCH-INSET-001;ZOYLIGHT-D1-20250815-001;ELEC-RESEARCH-20260815-001,业主确认 Master A 独立角色；直接负载与纯场景方案尚未选择,0.85,yes,,,见光板内直接承载负载前须核实阻燃背盒、固定、散热、检修、板厚开孔、各回路功率和启动浪涌。
CTRL-MASTER-B,ASSEMBLY,照明控制面板,Master B 公区双控面板,JINK,EGG 3-Key/3-Relay（研究优选，准确 SKU 未定）,wired_candidate,1,candidate,candidate,,主卧入口外墙面,,,yes,logical_input,CTRL-MASTER-B,,,,,OWNER-INBOX-20260814-001;TB-JINK-EGG-001;JINK-EGG-OFFICIAL-001;ZOYLIGHT-D1-20250815-001;ELEC-RESEARCH-20260815-001,业主确认 Master B 与 Master A 为不同位置和角色；产品仅研究候选,0.85,yes,,,客厅/书房/餐厅双控角色已确认；准确 SKU、传统有线双控拓扑、端子图和墙侧施工条件未关闭。
NET-AP-R09,NETWORK,吸顶无线接入点,主卧吸顶 AP,Huawei / Ruijie,AP362E / RG-EAP262E（候选）,PoE_recess_candidate,1,candidate,candidate,,R09 主卧天花候选点,,,yes,logical_input,NET-AP-R09,,,,,OWNER-INBOX-20260814-001;TB-PANASURFACE-AP-INSET-001;HUAWEI-AP362E-OFFICIAL-001;RUIJIE-EAP262E-OFFICIAL-001;ELEC-RESEARCH-20260815-001,预埋件只明确适配两款候选；若无锐捷生态暂优先研究 AP362E,0.85,yes,,,最终型号/生态、CAT6 通断、PoE 交换机预算、覆盖、散热、检修和预埋件机械适配待关闭。
NET-AP-R14,NETWORK,吸顶无线接入点,次卧吸顶 AP,Huawei / Ruijie,AP362E / RG-EAP262E（候选）,PoE_recess_candidate,1,candidate,candidate,,R14 次卧天花候选点,,,yes,logical_input,NET-AP-R14,,,,,OWNER-INBOX-20260814-001;TB-PANASURFACE-AP-INSET-001;HUAWEI-AP362E-OFFICIAL-001;RUIJIE-EAP262E-OFFICIAL-001;ELEC-RESEARCH-20260815-001,预埋件只明确适配两款候选；若无锐捷生态暂优先研究 AP362E,0.85,yes,,,最终型号/生态、CAT6 通断、PoE 交换机预算、覆盖、散热、检修和预埋件机械适配待关闭。
SENSOR-GAS-R04,SAFETY,家用可燃气体探测器,中厨燃气报警器,,,authority_approved_model_pending,1,not_selected,pending,,R04 中厨；准确位置待燃气公司,,,yes,logical_input,SENSOR-GAS-R04,,,,,OWNER-INBOX-20260814-001;A106-GAS-OFFICIAL-001;GAS-HANWEI-KEA01-OFFICIAL-001;GAS-HANWEI-KWE-OFFICIAL-001;GAS-CUBIC-AM5301-OFFICIAL-001;TB-PANASURFACE-ALARM-INSET-001,业主要求设置燃气报警器；准确型号须由当地燃气公司/主管要求确认,1.00,yes,,,JT-GS838C-NBAC-H05、JT-KEA01/KEA31、JT-KWE 系列、JT-AM5301-JG 均只作为咨询候选，未获批准；不得锁定开孔、供电、联动或安装高度。
APP-017-WASHER,APPLIANCE,洗衣机,西门子独立滚筒洗衣机,Siemens,WG54M7D20W,iQ500 10 kg,1,selected,partial,中厨家政位,中厨家政位,,中厨家政位,no,global_id,1Uzcf8kU9J2w9K40VkzCgV,IfcElectricAppliance,,,1Uzcf8kU9J2w9K40VkzCgV,APP-017-SIEMENS-WASHER-WEB-001;APP-017-SIEMENS-WASHER-MANUAL-001,业主主选型号；西门子官网及精确型号说明书核验,1.00,yes,,,APP-017 叠放套装的下部独立设备；产品尺寸不是接口中心。
APP-017-DRYER,APPLIANCE,热泵干衣机,西门子独立热泵干衣机,Siemens,WQ55M7U20W,iQ500 10 kg,1,selected,partial,中厨家政位,中厨家政位,,中厨家政位,no,global_id,3_ZSeTAOPNThu9wyl2sOxQ,IfcElectricAppliance,,,3_ZSeTAOPNThu9wyl2sOxQ,APP-017-SIEMENS-DRYER-WEB-001;APP-017-SIEMENS-DRYER-MANUAL-001,业主主选型号；西门子官网及精确型号说明书核验,1.00,yes,,,APP-017 叠放套装的上部独立设备；产品尺寸不是接口中心。
